Unnamed: 0,Ratings,Full_review,word_count,cleaned_length
5471,1.0,the audio play supposed play left ear piece work right vice versa effect picture moving left give right ear,25,19
5472,1.0,wish could give star pro amazon deliver good sound quality battery backup con blue tooth connectivy pathetic call quality the important part neglected design bluetooth connectivity tried samsung phone phone pocket working bluetooth disconnect intermittently moreover notice lag second call able return product option replacement replacement want review also tell story all all please buy,109,55
5473,1.0,updated review using working out whilst using headphone jogging working out noted lot jitter break sound also earphone kept coming out tried changing earbuds much use hence reverting older wired boat headphone decent pair headphone wa able pair moto play without much fuss fairly straightforward music playback decent bass exceptional call quality have yet tried headphone jogging working hence unsure would behave subject constant movement vibration not yet assessed battery life either,122,72
5474,1.0,product sound battery life awesome giving star need fulfilled product brought specially running walking product connectivity issue worst put mobile pocket connectivity issue get started also vibration voice really irritating device cover range only disturbance come sound quality affected like product design sound specially bass effect mindblowing battery life also gud suggestion boult work bluetooth connectivity issue,100,57
5475,1.0,received damaged product the outer cover scratched opened hope would worth spending opened box found dusty metallic earpiece scratched appeared like local product very cheap quality sound also breaking side find option replacement returning plz believe blindly review,71,38
5476,5.0,returning product use hour the sound quality good earplug pretty uncomfortable the battery life good quality band upto price the quality bluetooth connection poor couldnot even withstand mtr space between phone earphone the quality packaging poor messed please buy product worth wasting money the mai point returning product uncomfortable earplug poor bluetooth connection,97,53
5477,2.0,not satisfied hardly used time battery charging charged hour battery still tried another charger cable still same even though show red light charging charge really disappointed the return window amazon closed day ago day since got delivery waste money know claim warranty,82,42
5478,5.0,highly advertised average product price sound quality average great grip ear especially working gym thread mill sound break obstacle mobile headset quite annoying gym environment call sometimes break although managed battery backup pretty average worst thing customer care pathetic response ticket raised even day they call soon register product warranty request star rating offer reward ignored,100,56
5479,2.0,the product stopped working six month when tried contacting service center registering complaint firstly never pick call and asked send product accessory did they took two week process product since device still warranty asked provide replacement provided refurbished device without accessory this refurbished device bad sound quality low battery life now replying query recommend buy worst product,112,57
5480,5.0,not good product expected viewing detail performance comparison bluetooth good connectivity sound quality good mobile hand connectivity good mobile pocket foot away gadget you running jogging using this connectivity issue walking even little movement crack voice sound auto disconnecte time activity like exercise yoga not solve purpose,93,47
5481,1.0,although sound good product extremely unreliable non durable keep getting disconnected continuously every second the bluetooth range also extremely poor price waste money the worst part try return give option replacement refund this horrible strategy force customer use poor product,74,40
5482,1.0,the product received huge problem bluetooth connectivity the range said product description m well even connect properly range even slightest movement headset disconnection brake audio know product alone like general case there option return hence requested replacement update review receive replacement till recommend anyone buy this edit the replacement arrived improvement fact physical damage now returning,104,56
5483,2.0,loved quality still work writing review one half year purchase,16,10
5484,3.0,packaging poor the packet packed plastic bag able protect product kind accidental damage the unit box also poor nil protective you see box quality pic quality neckband satisfying designing also good the sound quality per expactations and the base also good the battery last long hour single charge take around hour get full charged the connectivity good you use from distance meter without wall the connection loose wall the customer service available online basis issue rural area confirm service purchasing conclusion the neckband good price the design battery life durability also good the problem considered packaging poor life rural place experienced defective delivery skip neckband cause may worthless buy product high chance damage,200,113
5485,1.0,this good talking phone good speaker bad mic noise cancellation bad good talking mobile however use computer online meeting the bass nice battery life amazing look decent recommending want use talking mobile,61,32
5486,4.0,purchased headset looking positive review lived expectation good sound bass quality batter power hour all short lived within month usage stopped charging properly while charging would turn blue quickly minute remove charging would hold charge minute bluetooth get disconnected since return period over reached boult based year warranty provided they suggested raise ticket send faulty product new delhi address it couple week waiting finger crossed get update it bit frustrating sure whether anyone want state spending good amount head set update got new one nearly month follow ups the returned one also refurbished one stopped working within week again cycle returning getting back started lot time effort wasted the third product also stopped working within month it worth spend much time effort stopped chasing boult may company will buy boult product anymore,220,132
5487,1.0,day one day using performance it good worth product exctly getting feature detail given updated using day still good still giving star coz comforatable like one day day day suddenly stop working talking full charge vibration also working connectivity issue frequently disconnected battery percentage suddenly percent second and plug charger got percnt battery one second plug charger bluetooth connectivity disconnect automatically cant even connect plug charger and yes connect plug claiming warranty replace and amazon boultaudio exotic mile still responding good replacement process they request send defective product sent today august courier think product delivered servicing centre day needful customer claming warranty update claming process got uptodate detail process still giving star coz customer care good helpful note buyer type problem defect happen sometimes electronics product this happen boultaudio product happen whole electronics product company continued write when get replacement update claim process servicing centre thanks from boultaudio customer dated august date september get replacement company one brand new sealed pack and product good use genuine company genuine product customer service also helpful via facebook messenger email customer care toll free guy please giving five star product,373,187
5488,1.0,edited wrote support boult website got call asking delete review they asked send repair sent expense enclosing extra ear protector charging cable after week got piece back without charging cable extra ear protector plugged charge using cable charging the led light turn piece work know trying initial review far sound quality concerned fine interested bass thing like cannot comment the product came resealed box without one page manual however worked charged complain last night connected laptop charge this morning tried switching after voice saying power sparking sound dead turn when plug led light disappointed,201,94
5489,3.0,good call connectivity great expericance call term connectivity voice quality neckband control call music experience also decent liked overall sound quality bass product build quality also fantastic very satisfactory purchase highly recommended don hesitate hit buy button,55,37
5490,1.0,searched many bluetooth headphone earphone lastly used boat rockerz bluetooth headset thats big carry bought one everything awesome sound quality slightly disappointed use boat headphone battery body material connectivity bad little bit lag sometimes range comfort easily hang neck feel zero weight light weight overall nice product for worth price bought r,104,52
5491,1.0,alert alert alert after sale service sooo pathetic even one bear cost put course service centre listen easily use twitter handle when get proper sale service better drop after almost month purchase writing review the sound good even bass need change sound setting manually use continuously give hour play battery play good role flexible easy fit the bad thing got faulty two time need send back customer centre access service station submission get repaired not replaced send back per complain form address got repaired third time still working had bear sending cost service centre irritating regard competency service centre,182,99
5492,1.0,bought product overall good review sound quality average for first week working fine but one ear stopped working that and even switching think durable recommend product anyone regret spending money product,56,31
5493,1.0,felt neckband good aspect sound quality bass even full volume call quality perfect noise isolation call comfortablity awesome sleep side way without uncomfort wearing never seen kind earphone but reason giving single star may star button quality button quality poor clumsy feel feel like stop working moment responding power properly try time power some time power try reduces volume increase volume felt pathetic kind button controlles missed call due irresponsiveness button used disconnect switch try receive call finally made mind return thanks amazon day return policy,157,86
5494,2.0,balanced sound signature preference towards bass after burn hr sound quality show true colour absolutely recommended product great listening pleasure build seems sturdy soft feel neckband irritate wire quality could better mic quality good complaint micro usb charging battery last day easily dual pairing possible aac codec support sound volume pretty loud could beyond don problem can buy product worth money,77,61
5495,1.0,checked left right speaker test bought product vice versa listing like left speaker play listen right side earphone right side speaker play listen right side ear phone thought product may defected friend even bought defect music listener gamers prefer product,83,40
5496,1.0,product low quality start reducing battery back week usage moreover manufactur least bothered respond email all worst product worst sale service top everything amazon promoting fraudulent manufacturer,48,27
5497,1.0,using couple month say thoroughly displeased dissatisfied bought product reading comment month using realised many problem low battery life listen music working travelling earphone barely last hour giving bad connection always trouble the person could hear outside voice mine could barely communicate terrible noise cancellation bluetooth range simply bad stopped working,104,51
5498,1.0,build quality sound quality supporting low frequency [ deep base bit le ] wireless earphone techno trance deep house music listener like much base music please earphone people travel long distance work earphone right choice you pick phone every time receive call earphone come vibration mode easy pick call equalizer well balanced price range mentioned support deep base tweak third party music player increase base people gym regularly cardio intense workout help lot slip ear easily tyre flip gym absolutely sweat proof issue disconnection all say simply,200,87
5499,5.0,huge let down mot sure review friend product the sound quality never differentiate high low bass the freesolo bought earlier amazing could bought come tad cheaper for bluetooth headphone reckon better invest little get good one they dont entertain refund there exchange doesnt really help since get damn product battery got pathetic month use after full charge come durability,106,59
5500,4.0,buy boult product purchased october one earplug stopped working their customer service pathetic lazy providing response also bear cost send product warehouse exchange say microwoofers however bass quality quite poor par compared earphone market overall sound quality average instrument separation poor treble unnecessarily high you can tolerate full volume vocal song there balance sound quality battery last hour only good thing product light weight ear fit good noise cancellation decent buy cost,134,72
5501,2.0,sound quality good sure noice cancellation tried earphone traffic area bit concerned buying product many choice bluetooth price range many people saying bluetooth there nothing verify definitely connectivity good face problem walking outside room without mobile many people complaining connectivity issue day faced issue case range foot without problem upto foot slight glicth easly ignore seen video youtube prime video well notice delay battery last long enough day whole day use really worried buying product seeing review till working good update review day use anything bad occur update,189,88
5652,1.0,they really beast vocal crisp even high bass average give nice feel super comfortable price point best,34,17
5653,3.0,super bass sound quality good rich feel awesome look,11,9
5654,5.0,according price product good exceptation happy buy full money saver awesome product happy buy amazon best shopping experience here gud service delivery time happy boult,37,25
5655,5.0,the sound output good good bass product marketed saying provide high quality braided cable get shown picture package mangled received little worried product would damaged tested working fine need hour decided keep reason giving start braided cable received manual box need info max voltage input charge headset handling package one problem headphone people complain voice low phone call mic volume low laptop,141,62
5656,1.0,truly pathetic headphone with baddest mic wrong desriptionbabout crystal clear mic speaker clearly audible everyone outside very bad never buy very bad experience,25,23
5657,5.0,review month khula hua package mila soo bad andar sab kuch tha rupe wali cable kuch bina matlab book battery backup hr bataya hai advertised din chalta hai bhai bina ruke bass quality kaan hilum rakh deta hai bass head liye perfect give eargasm comfort itna khas nahi hai par chal jayega noise cancellation passive noise cancellation hai i liye normal sonds like engine fusfusahat chalne firne aawaje nahi aati hai baki sari aawaje aati hai par thodi kam total mila thikthak bluetooth connectivity bhoot hai mere liye apne mobile charge laga pure ghar ghumta hun mic bakwasx x googole^ kya bacche jaan loge,126,104
5658,1.0,overall quality music awesome never experience headphone would recommend buying this con the bluetooth strong hear song terrace audio break like anything closed room find anything like break signal the aux cable totally lengthy suitable pubg like game bluetooth audio slow game aux fitted properly dependent one pro good audio awesome everything hear noise cancellation really good,96,57
5659,3.0,noise cancellation work product tried return policy allowing return get refund hence putting feedback happy product quality recommend product official purpose please buy stuck like thanks umesh sharma,58,28
5660,1.0,there issue beginning first amazon delivered package came empty box without headphone returned box amazon promptly replaced but package user manual every time used head phone office conference call others complained heavy background noise the connecting cord short bluetooth syncing different device working seamlessly should build quality packaging flimsy,80,49
5661,3.0,good package overall honest heavy music gaming recommend bought comfort first priority however good least long session otherwise complains the bluetooth experience really good issue that warning for long music video serious gaming session good wired earphone still king arena regarding price feel bit overpriced feel like headphone cause sound quality good they specified driver size etc buy risk tech reviewer still initial thought,119,64
5662,3.0,anything listen even volume audible people room well they categorized mini speaker rather headphone aux cable provided box short using laptop computer even music playing hear everything zero noise cancellation worst product note refund item end piece again,73,38
5663,4.0,forget sound quality others please ensure quality product worst design get broken exactly return policy completion worst body quality hate one alot please stay away product,40,26
5664,4.0,returned fragile comfortable wearing hour,14,5
5665,5.0,battery backup sound quality bass build comfort packaging good light weight battery backup commendable use hr continuously battery reduction minimal very good audio quality passive noise cancellation microphone also effective clear sound worth every penny just love overall best value money,69,41
5666,3.0,review using day till happy performance head phone sound quality excellent sound give hall effect mic good battery back good but colour choice available one say excellent product price band k will provide review month use,57,36
5667,2.0,the quality head phone quite disappointing it month since purchased product already band cracked side had put scotch tape one part the part already broken can get refund replacement,51,29
5668,5.0,best value money bluetooth headphone get within rupee one year warranty made china product alright let talk product sound sound signature way better oneodio pro headphone high suppressed seen oneodio pro twice price can mids clear bass highly boosted like boat headphone good enough overall good frequency balance price range design size comfort band little tight for preventing sound leakage made good quality plastic cushion comfortable long hour continues listening good enough listening hour need remove couple minute but ear get used time look stylish black red combo size compact neither big small but foldable cautious carrying bag connectivity have bluetooth well aux connectivity paring quick pair bluetooth headphone mobile manually pair mobile otherwise connect automatically range good enough faced connectivity issue till now battery surprisingly great expected hour medium vol giving hour battery life listen continuously final verdict buy want compact cheap bluetooth headset casual listening spend boat sound leakage huge issue embarassing traveling sound design connectivity passive noise isolation sound leakage prevention comfort battery backup accessory quality come don oneodio pure music lover you regret hope might help you,319,181
5669,5.0,even sound getting static headphone charged still voice clear issue mic already there complete waste money money wasted completely purchased headphone th october facing issue bluetooth microphone facing trouble connected whatsapp calling google duo video conference desktop person end unable hear voice properly voice getting static send email complaint boultaudio com still response,86,53
5670,5.0,the look feel product good the sound quality poor obviously expect product made steal data successful product market want ask seller come discus annual requirement try fund single company make product according budget specification this way unlock domestic market potential,73,40
5671,3.0,first day seeing charge good sound quality impressed though material quality good but day drained charge plugged charge even charging starting headphone also hr charging later started sounding whenever plugged charging though charging all working used aux cable charged all returned,70,41
5672,1.0,heard many headphone choose wisely love ear headphone theatre kind feeling noise cancellation also one good good thing come wire incase battery bluetooth available they also call support feedback think headphone company doe,61,33
5673,5.0,the weight boy one heavy began pain ear bit well also sound quality off bad top notch either maybe build headphone and first purchase over the head wireless headphone but noise cancellation well enough whatever listening especially high volume still hear clearly removed headphone ear what fun that whatever listening audible people loudly clearly bad purchase disappointed can even thing exchanged site ugh,119,63
5674,3.0,not worth buying sound quality pathetic bass muddy midrange frequency boosted vocal clear bass treble missing flimsy built slight pain ear cheap looking returned next day amazon really good they refunded money and ordered boat amazing headphone,39,37
5675,1.0,top packaging neat say accept seal open idk blame supposed checked headphone work fine let see long lol,48,18
5676,2.0,satisfied product though sound quality decent hearing video song something missing about battery backup better expected took product work home purpose really disappointed while calling issue background noice sometimes person unable hear conversation clearly disappointed overall performance product except battery really good go day two,99,45
5677,4.0,the product price range excellent got discount the ear cushion good comfortable headphone heavy both wireless wired mode available the auxiliary cable come headphone the battery life good once charge fully last hour continuous use week used hour daily the noise cancellation okay the bluetooth wireless connection however little weak the sound get moment often wireless lag often gaming watching live stream thus wired one much better wireless connection the sound quality awesome super bass boost high volume somehow sound higher bluetooth lower wired one overall good product good choice low price one definitely low budget,165,96
5678,2.0,please look positive review dont recommend too much sound leaking side bass okay great loud satisfaction mostly sound coming ear cup second ear cup producing stereo effect can eel song preferred buy oneodio brand far better,59,36
5679,1.0,this first time bought product boult delivered really happy see boult thunder bass headphone classy look easy use stylish advanced feature reasonable price the sound quality amazing like look completely cancel noise listen song public take online class sitting family noise cancellation feature good base using product long time single problem occurred working amazing loved product,109,56
5680,1.0,price range headphone offer decent sound quality like bass also like headphone but headphone also come compromise cheap build qualilty use headphone long session they create pain using also fitting tight ear result start creating sweat ear cushion control headphone confusing,87,41
5681,5.0,the product look classy give that let come connectivity found connection time device pretty decent very good connectivity range issue there the sound quality good vocal pretty clear bass unexpectedly good considering price section thumb there battery back good pair headphone complaint there used prolonged time without pain ear the major problem felt boult could done better sound leakage when listening music person clearly hear music listening all would rate product star,122,72
5682,5.0,severe connectivity issue connects attempt design good product awful piece garbage bluetooth connectivity horribly awful disgusting piece crap unreturnable day delayed use disgusting product,41,24
5683,1.0,headphone look good bit bulky ear start aching hr use cushion comfy make ear heat soon make uncomfortable bass quality good voice song much good major problm heaviness sits head also inline mic working dont know return this mic supposed work hole edit mic low cannot shout cabin talk someone call request seller give refund replacement,118,56
5684,4.0,thought using office call bluetooth delayed hence lag voice lag bad watch movie could clearly see dialog delivered vice came late poor quality plastic worth buy gave kid use toy,70,30
5685,1.0,for around expecting super duper quality satisfied this the called mrp wayyy overpriced the good decent quality sound bass very little background noise ideal respite annoying outside noise construction street hawker ignorant honking vehicle bluetooth connects quickly range good straight line can expect much fair job money the bad for reason soon connect headphone via bluetooth volume shoot almost max audio player youtube vlc etc this potentially harmful ear the padding ear soft comfy enough could better after hour feel uncomfortable the volume grading could better the lowest volume setting least the plastic cheap toylike the low battery warning never noticed flashing red light supposed indicate low battery doubt people would rely audio notification unfortunately come last stage annoyingly repeat around every second the audio alert ideally start earlier hour remaining the ugly the user manual what joke tiny place like europe standard material text need minimum size this would definitely fail what point making tiny might well give link website read properly finally customer service what say seem exist numerous number provided website manual etc none work after selecting english new enquiry call disconnect contacting messenger facebook page much help either not even sure human responding there standard auto reply suggesting call number work one reason bought made india really best,379,212
5686,4.0,new feedback dated th dec question amazon india work amazon india find strange appalling think amazon global uae country amazon much control market place supplier they even extend blocking supplier let inferior product sold platform approached representative boult nd december informed first delete feedback process exchange informed let exchange honesty put final feedback process time exchanged product his condition delete feedback first start processing wait response amazon proceed deleting activity first original complaint the voice caller disturbing bluetooth connectivity fine would love product returned back the product gone back package won use further skeptical purchase platform especially electronic product contemplating buy bose earbuds,209,103
5687,2.0,poor quality bluetooth good sound quality really bad recommended buy purchase even return like they replacement option,32,17
5688,5.0,it working expected mic functional raised ticket boult support picked product response way track support ticket status boult worst support boat airdopes got replaced due battery issue got product replaced day,61,31
5689,2.0,used product day good product price range sound quality good definitely good bass the overall build quality product great feel premium bluetooth range good tried keeping laptop one room headphone dint got disconnected only thing felt little bit bigger cup actually fit over ear cannot continuously used hour hurt outer ear nice product price range,108,55
5690,2.0,amazing product good sound quality comfortable wear using headphone since month satisfied product would love try product but soon as plug jack device bass lost reduced the headphone start sounding flat with high mids low also bit problem connection laptop but really happy sound quality otherwise headphone amazing,95,48
5691,3.0,the headphone look appealing perfect gaming headphone normally without sound headphone cancel decent amount sound sound full volume can hear single thing surroundings good the best thing headphone sound quality best quality price but sadly issue bluetooth little disappointing while walking often disconnect suddenly sound come sometimes connects device time video sound match sound come little late when bluetooth aux connected mic work second issue button power off button work properly hard press sometimes,133,74
5692,2.0,worst product ever boult dont buy waste money entire body made plastic fibre returned product next day itself and poor packaging also the seal broken product wont look like worth much money look like aaa cheap roadside headphone,53,38
5693,5.0,these headphone best get price range they provide absolute value buck the bass broken they provide bass whole level there volume level normal music till upper limit hit bass mesmerize you that buzz ear pro they provide absolute value money the mm driver provide insane bass volume great till first level get bit distorted due amazing bass offer they come auxiliary cable one usb cable type con they offer type cable would reduce need another cord peak volume sound sound bit artificial bass compensates that when use level burn battery like crazy due volume bass offered long time usage may cause ear buzz couple minute majority probably issue,196,108
5694,1.0,sound quality poor even unbranded headphone better amazon allow platform substandard brand,22,12
5695,5.0,though wanted return iam made keep forcefully coz mistake set box thrown adapter this set look stylishly absolutely noise cancelation peaceful time that get weird noise usage second cannot listen anything occurs every minute make irritating not happy product,78,39
5696,3.0,this best one price really want alone sometime listen music put relax yourself literally can hear outside noise bass best seen headphone price noise cancellation recording calling good sound quality superb feel bass every beat both bluetooth aux connectivity work great power backup good day loved till now,94,48
5697,3.0,the headphone band pretty tight head mid frequency pretty low compare low high song would sound pretty bad mid bad low know company boosting low instead clearing sound happy product refund option available keep somewhere storeroom bad experience boult,74,39
5698,1.0,made cheap quality plastic broken within month intense usage this headphone intense user like passive noise cancellation also working you can use hour ear start paining,44,26
5699,3.0,while work well music using wire horrible using zoom meeting there lot disturbance regard bluetooth connectivity get frequently disconnected laptop issue connecting mobile all product great,51,26
5700,1.0,using headphone almost month now purchased majorly making call official purpose however use listening music seeing webseries pro the sound quality amazing especially connected usb cable battery back superb quality sound recording also nice con noise cancellation least effective one need disconnect connect bluetooth every time use bluetooth connectivity option voice break sometimes bluetooth connectivity effective via usb cable after prolonged usage ear pain slightly along sweating try adjusting different position,116,71
5701,3.0,received lot hissing sound background connecting smart via bluetooth tried using connect sound bar via bluetooth faced issue there much disturbance trying connect via bluetooth connecting via wire sound quality good overall bluetooth headphone sound quality significantly deteriorated connecting via bluetooth,70,41
5752,2.0,packing the packing perfect earphone placed securely the packing look premium box content boult audio earphone small usb cable charge user manual warranty card year warry pair extra ear tip small large first impression the earphone look good elegant feel light hand the neck band made soft kind plastic comfortable wear the ear piece made metal look good hard the ear piece attached together magnet the magnet good enough hold tight the color earpiece look good give kinda premium look button the brick right side button get multifunctional button the middle one which used power power off you also attend call end call single pressing them while playing music pause play single press you adjust volume button either side multi functional button single pressing long press change track music played connectivity pairing boult mobile easy just press hold power button boult untill feel vibration twice turn bluetooth option mobile search device find boult audio tap paired also hear audio connected battery the company specified anything capacity battery state hour playback yes the battery backup good this easily get hour play time earphone additional feature these earphone come built vibration whenever receive call earphone start vibrating tell you the vibration really strong easily know even busy like traveling bike busy street but remember getting call continuously le battery backup sound quality sound quality earphone amazing the mids crisp clear vocal good bass also heavy punchy but adjust equalizer punchy base the call quality also good condenser microphone these earphone noise cancellation work good the volume level earphone really high cannot beyond office when street use full volume make noise isolation work these boult earphone really budget friendly good premium feature budget around best earphone conce packing the packing perfect earphone placed securely the packing look premium box content boult audio earphone small usb cable charge user manual warranty card year warry pair extra ear tip small large first impression the earphone look good elegant feel light hand the neck band made soft kind plastic comfortable wear the ear piece made metal look good hard the ear piece attached together magnet the magnet good enough hold tight the color earpiece look good give kinda premium look button the brick right side button get multifunctional button the middle one which used power power off you also attend call end call single pressing them while playing music pause play single press you adjust volume button either side multi functional button single pressing long press change track music played connectivity pairing boult mobile easy just press hold power button boult untill feel vibration twice turn bluetooth option mobile search device find boult audio tap paired also hear audio connected battery the company specified anything capacity battery state hour playback yes the battery backup good this easily get hour play time earphone additional feature these earphone come built vibration whenever receive call earphone start vibrating tell you the vibration really strong easily know even busy like traveling bike busy street but remember getting call continuously le battery backup sound quality sound quality earphone amazing the mids crisp clear vocal good bass also heavy punchy but adjust equalizer punchy base the call quality also good condenser microphone these earphone noise cancellation work good the volume level earphone really high cannot beyond office when street use full volume make noise isolation work these boult earphone really budget friendly good premium feature budget around best earphone concern according till,924,570
5753,1.0,good sound quality perfect bass nice build quality boult love,12,10
5754,1.0,very good bass quality quite satisfied sound quality value money product build quality better expectation highly recommended neckband price range,29,20
5755,4.0,review short don buy product detailed review purchased item august headphone charge bother charge six day purchase decided charge battery low noticed charging port headphone serious flaw charging cable properly attaching charging port charging headphone completely impossible thought item received may faulty one immediately notified amazon amazon agreed replacement last day replacement window today received replacement item surprise nightmare this time seller sent used product you see photograph lamination plastic box box manually closed plastic sticking even seller tried hide previous purchase label sticking another blank label opened box checked charging port realised serious flaw charging port design due faulty design charging wire hold charging port headphone charging possible immediately notified matter including seller fraud amazon amazon accepted problem agreed refund experience product bad must say liked amazon customer oriented approach immediate issue refund,235,134
5756,5.0,this first ever purchase boult product neckband also tensed quality but receiving product became happy quality the quality product good battery backup awsome run volume whole day full one time charge really impressive,60,33
5757,5.0,the worst built quality audio too regret brand bought brand first time never recommend all regret bought like inr,37,19
5758,1.0,replacement also quality bass average sound clear build quality very poor plastic color coating worth driver size mentioned box quick charge detail also missing charging port design pathetic charger pin hold socket due closing rubber,58,35
5759,4.0,the first item dropped connection randomly right side audio disconnect reconnects randomly requested replacement seemed work fine but many design flaw when moving bluetooth zone expect earphone silent earphone get load rrrrrrrrrrrrr sound radio searching channel back bluetooth zone audio back sound quality horrible drop sound think could bluetooth hardware earphone good battery life reasonable comparable previous oppo m used last full work day recommendation instead buying add another get oppo oneplus,140,72
5760,1.0,brought product seeing many review fast charging distance working mentioned sound quality average compatible samsung f phone brought samsung bud plus excellent quality working fine,42,25
5761,2.0,starting negative earphone sound quality bass thumping also qui connect think also missing but product amazing quick charge feature never seen price segment all all anyone used listening music heavy deep bass avoid buying although enough flat bass put cheap product line battery backup charging quite astonishing,85,47
5762,5.0,this neckband perfect blown away these used many headphone price range similar price range sound quality battery life also good durability perfect fit pain discomfort really nice product amazing music quality superb bass high mids low just,73,37
5763,2.0,second purchase wireless headphone boult first model boult audio probass curve loved damaged hence went new purchase coming point purchased boult audio probass qcharge one reason fast charging support usb type headphone performance ridiculous infact made purchase boult audio probass qcharge week first gifted one frd ordered one thought may unit performing checked frds unit bad audio performance short suggest buyer avoid model purely opinion couldnt return ended damaging original packing done would returned amazon buyer still intrsted exploring model take care packing case want return,162,86
5764,1.0,looking earphone use workout gym well yoga practice this one fit bill really well the sound quality good price point course audiophile might find wanting much could said improving mid range etc but imo usp product design ease use pack max punch price range used yoga stayed even triangle pose they sweat resistant slip ear they comfortable wear cause pain hour more battery power great used day worth gymming battery still showed blue all good sturdy product hope help,147,79
5765,3.0,using headphone since last day term sound quality decent bass type expect much price range battery backup called main high light product fake take hour drain battery claim made company like fast charging hour music bogus claim,80,37
5766,4.0,sound quality good set well made perfectly acceptable quality construction look pretty sleek elegant however moved boult audio probass curve pro major step charge constantly disconnected iphone sometimes even call road vibrate upon receiving call generally felt le equipped curve pro furthermore unlike curve pro run earbud line back along length collar system groove collar thus making easier keep extra wire way keep thing neat far system seen set yet missing refined function curve pro returned ordered another curve pro another matter curve pro slipped notch since bought overall still better device charge mention despite advertised hour battery life charge opposed charge alleged hour runtime single charge curve pro return higher range operation drain completely,213,115
5767,2.0,suggest please buy this experience bad product sound quality very bad mic also disgusting make call like speaking away voice listen clear another person and ome thing try return see replacment money can return you don buy want money back,76,40
5768,5.0,battery min w charger playback untill review battery charging cable worst amp power support yaanii w aaegii sound music bhai speaker acche hai tthiik thak apne kaan sahi trh block nhi paate hai islie micro woofer bass beat nhi aayegi itni saaf bhai srdii ttopaa phn yaa phir dono earphone anguli rkh sunkr dekho oye hoye hoye bilkul headphone wali feeling aatii hai yaa phir tkiyaa rajaai hodd normally micro woofer bass beat nhi aayegi bass normal uper wale jugaadd treble normal vocal normal gaming latency bahut jaada kriib mtlb gun fire sound effect time phone call better earbuds sound high you feel problem train bus note gaane aawaz badhiya rom phone sayed problem mile kyuki uski volume high hoti noice cancellation work perfectly not better smartphone earpiece better loudspeaker earbuds like wire earphone control very hard botton good not find quick vol play pause botton you always click play pause caahe tumhe aawaz bdlnii battery playback time ghante nhi chalegi h mujhe gye abhi raat gaane loop chala chod diye the for review design bakwas design wali bddh iyaa hai mere yha nhi rhi thi con bad charging cable bad noise canceling medium voice call honi thi not gaming worst like rupye jesi,301,204
5769,5.0,product overwhelmed wired earphone they simply superb high expectation ordered wireless one but could satisfy various reason build quality cheap neckband thick sound quality noise cancellation good only play time fully charged good enough pairing fast secure but charging port insertion type cable complex flimsy reason,78,46
5770,5.0,would recommend buying product unless absolutely urgent every possible issue could exist bluetooth earphone the headset wire combined long this make product bad choice workout the battery short life start day full battery consider hour max actually using earphone rest standby switched off battery would dead pm connect device quickly small range room bluetooth disconnected come back within second bluetooth connect device automatically the button tough hard use the rubber ear insert start hurting use overall terrible purchase,138,78
5771,1.0,recent technology era earphone offering simple way connect device putting magnetic earpods together keep sleep mode removed get connected miltiple device connected simply double press button automatically change connected device but earphone old way connect switch below average quality sound build quality give type charge around cable another type charge fit charging socket mean follow standard protocol battery backup good this review writing one month use regret buy earphone,124,69
5772,5.0,using week now earlier another model boult used half year one best earphone could cost the bass awesome nice cancellation feature great bluetooth connectivity good mic also good use driving also overall,69,32
5773,1.0,using sony earphone cost purchased these started eating ear return replacement going throw dustbin,27,14
5774,2.0,battery backup good charging percent,10,5
5775,1.0,used boat rockerz boult audio charge r amazon great indian festival sharing th day purchase battery backup battery backup around hour used medium volume watched movie played music around hour still batter left bass and sound quality sound quality quite good bass boat rockerz overall review recommend you people for boult audio charge you want good battery backup and good sound quality under,101,63
5776,3.0,like authenticity product amazon taking care originality product the product came different seal two different quality according depending seller trust think team supervise method selling product been year amazon but highly disappointed way selling price justified used product wil get good piece earphone,89,43
5777,3.0,usually write review amazon delivered product per promised schedule but product received seems duplicate looking build quality mrp product printed box r product received build quality even th cost the product charging hour charge per product description supposed hr playtime this another reason make feel product absolutely substandard,87,48
5778,5.0,totally disappointed even worth they mentioned hour battery backup bluffed like anything even get hour backup problem piece coz replaced another one till purchased boult curve latest version giving hour backup that now even mentioned same but case mentioned hour switch hour max boult good repo market spoil type product hour backup statement really want adequate backup boult curve model design may disappoint give good battery backup,124,67
